step,charts/episodic_return_mean,charts/episodic_return_mean_eval,track,method,experiment
1802240,4.81632661819458,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1818624,3.0303030014038086,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1835008,5.07692289352417,4.47265625,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1851392,5.3214287757873535,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1867776,4.384615421295166,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1884160,2.923076868057251,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1900544,4.896551609039307,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1916928,4.07692289352417,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1933312,2.9629628658294678,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1949696,3.6857142448425293,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1966080,5.066666603088379,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1982464,3.5714285373687744,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
1998848,3.392857074737549,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2015232,4.0,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2031616,5.193548202514648,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2048000,5.0625,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2064384,4.448276042938232,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2080768,4.764705657958984,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2097152,3.2083332538604736,5.08984375,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2113536,4.358974456787109,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2129920,4.80555534362793,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2146304,5.5471696853637695,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2162688,4.702702522277832,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2179072,3.2820513248443604,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2195456,5.135135173797607,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2211840,5.488888740539551,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2228224,3.625,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2244608,5.276595592498779,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2260992,4.410256385803223,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2277376,3.7142856121063232,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2293760,4.603773593902588,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2310144,5.0,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
2326528,4.193548202514648,,gen,4x4_mixer_detached_entropy,miner_does_detached_entropy_help_agent=mixer-sigmoid-individual-entropy_seed=0_time=1681245275
